# accession	TC1	TC2	genesymbol	length	familytype	product_name	product_name_orig
TIGR00254	37.4	37.4	NULL	168	domain	diguanylate cyclase	diguanylate cyclase (GGDEF) domain
TIGR00255	167.5	167.5	NULL	291	hypoth_equivalog	YicC family protein	TIGR00255 family protein
TIGR00256	101.5	101.5	dtd	146	equivalog	D-tyrosyl-tRNA(Tyr) deacylase	D-tyrosyl-tRNA(Tyr) deacylase
TIGR00257	167.95	167.95	NULL	205	hypoth_equivalog	YigZ family protein	uncharacterized protein, YigZ family
TIGR00258	117.1	117.1	yjjX	168	equivalog	inosine/xanthosine triphosphatase	inosine/xanthosine triphosphatase
TIGR00260	167.1	167.1	thrC	340	equivalog	threonine synthase	threonine synthase
TIGR00261	178.35	178.35	NULL	380	subfamily	TraB family protein	TraB family protein
TIGR00262	102.35	102.35	trpA	256	equivalog	tryptophan synthase subunit alpha	tryptophan synthase, alpha subunit
TIGR00263	392.45	392.45	trpB	385	equivalog	tryptophan synthase subunit beta	tryptophan synthase, beta subunit
TIGR00264	98.75	98.75	NULL	116	hypoth_equivalog	nascent polypeptide-associated complex protein	alpha-NAC homolog
TIGR00266	96.6	96.6	NULL	222	hypoth_equivalog	TIGR00266 family protein	TIGR00266 family protein
TIGR00267	156.95	156.95	NULL	171	hypoth_equivalog	TIGR00267 family protein	TIGR00267 family protein
TIGR00268	166.5	166.5	larE	253	equivalog	ATP-dependent sacrificial sulfur transferase LarE	TIGR00268 family protein
TIGR00269	62.75	62.75	NULL	104	hypoth_equivalog	TIGR00269 family protein	TIGR00269 family protein
TIGR00270	60.35	60.35	NULL	154	hypoth_equivalog	TIGR00270 family protein	TIGR00270 family protein
TIGR00272	184.05	184.05	NULL	497	equivalog	diphthamide biosynthesis protein 2	diphthamide biosynthesis protein 2
TIGR00273	444.8	444.8	NULL	432	equivalog	iron-sulfur cluster-binding protein	iron-sulfur cluster-binding protein
TIGR00274	302	302	murQ	291	equivalog	N-acetylmuramic acid 6-phosphate etherase	N-acetylmuramic acid 6-phosphate etherase
TIGR00275	183.8	183.8	NULL	401	subfamily	aminoacetone oxidase family FAD-binding enzyme	flavoprotein, HI0933 family
TIGR00276	200	200	queG	337	equivalog	tRNA epoxyqueuosine(34) reductase QueG	epoxyqueuosine reductase
TIGR00277	27.6	27.6	NULL	84	domain	HDIG domain-containing protein	HDIG domain
TIGR00278	57.25	57.25	yidD	75	equivalog	membrane protein insertion efficiency factor YidD	putative membrane protein insertion efficiency factor
TIGR00279	223.55	223.55	rplJ	172	equivalog	50S ribosomal protein L16	ribosomal protein uL16
TIGR00280	95.8	95.8	rpl37A	92	equivalog	50S ribosomal protein L37Ae	ribosomal protein eL43
TIGR00281	89.2	89.2	scpB	186	equivalog	SMC-Scp complex subunit ScpB	segregation and condensation protein B
TIGR00282	254.15	254.15	NULL	266	hypoth_equivalog	TIGR00282 family metallophosphoesterase	metallophosphoesterase, MG_246/BB_0505 family
TIGR00283	82	82	pth2	115	equivalog	aminoacyl-tRNA hydrolase	peptidyl-tRNA hydrolase
TIGR00284	256.65	256.65	NULL	497	hypoth_equivalog	dihydropteroate synthase-like protein	dihydropteroate synthase-related protein
TIGR00285	88.25	88.25	albA	87	equivalog	DNA-binding protein Alba	DNA-binding protein Alba
TIGR00286	106.95	106.95	NULL	152	equivalog	arginine decarboxylase, pyruvoyl-dependent	arginine decarboxylase, pyruvoyl-dependent
TIGR00287	71.7	71.7	cas1	327	equivalog	CRISPR-associated endonuclease Cas1	CRISPR-associated endonuclease Cas1
TIGR00288	178.45	178.45	NULL	160	hypoth_equivalog	TIGR00288 family NYN domain-containing protein	TIGR00288 family protein
TIGR00289	249.5	249.5	NULL	222	hypoth_equivalog	TIGR00289 family protein	TIGR00289 family protein
TIGR00290	114.6	114.6	NULL	223	equivalog	diphthine--ammonia ligase	MJ0570-related uncharacterized domain
TIGR00291	126.55	126.55	NULL	231	equivalog	ribosome assembly factor SBDS	rRNA metabolism protein, SBDS family
TIGR00292	148.3	148.3	NULL	254	equivalog	thiazole biosynthesis enzyme	thiazole biosynthesis enzyme
TIGR00293	53.9	53.9	pfdA	129	equivalog	prefoldin subunit alpha	prefoldin, alpha subunit
TIGR00294	100.35	100.35	NULL	308	equivalog	GTP cyclohydrolase I FolE2	GTP cyclohydrolase
TIGR00295	172.35	172.35	NULL	164	hypoth_equivalog	TIGR00295 family protein	TIGR00295 family protein
TIGR00296	91.05	91.05	NULL	200	hypoth_equivalog	TIGR00296 family protein	uncharacterized protein, PH0010 family
TIGR00297	205.85	205.85	NULL	237	hypoth_equivalog	TIGR00297 family protein	TIGR00297 family protein
TIGR00298	175.05	175.05	comB	216	equivalog	2-phosphosulfolactate phosphatase	2-phosphosulfolactate phosphatase
TIGR00299	242.7	242.7	larC	382	equivalog	nickel pincer cofactor biosynthesis protein LarC	TIGR00299 family protein
TIGR00300	410.8	410.8	NULL	407	hypoth_equivalog	TIGR00300 family protein	TIGR00300 family protein
TIGR00302	39	39	purS	80	equivalog	phosphoribosylformylglycinamidine synthase, purS protein	phosphoribosylformylglycinamidine synthase, purS protein
TIGR00303	229.95	229.95	NULL	334	hypoth_equivalog	TIGR00303 family protein	TIGR00303 family protein
TIGR00304	62.65	62.65	NULL	84	hypoth_equivalog	TIGR00304 family protein	TIGR00304 family protein
TIGR00305	29.15	29.15	NULL	115	equivalog	putative toxin-antitoxin system toxin component, PIN family	putative toxin-antitoxin system toxin component, PIN family
TIGR00306	264.5	264.5	apgM	396	subfamily	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	phosphoglycerate mutase (2,3-diphosphoglycerate-independent), archaeal form
TIGR00307	78.25	78.25	NULL	127	equivalog	30S ribosomal protein S8e	ribosomal protein eS8
TIGR00308	280.65	280.65	NULL	375	equivalog	tRNA (guanine(10)-N(2))-dimethyltransferase	N2,N2-dimethylguanosine tRNA methyltransferase
TIGR00309	72.25	72.25	NULL	209	subfamily	V-type ATP synthase subunit D	V-type ATPase, D subunit
TIGR00310	78.3	78.3	NULL	192	domain	ZPR1 zinc finger domain-containing protein	ZPR1 zinc finger domain
TIGR00311	137.65	137.65	NULL	133	equivalog	translation initiation factor IF-2 subunit beta	putative translation initiation factor aIF-2, beta subunit
TIGR00312	166.9	166.9	cbiD	347	equivalog	cobalamin biosynthesis protein CbiD	cobalamin biosynthesis protein CbiD
TIGR00313	309.9	309.9	cobQ	477	equivalog	cobyric acid synthase CobQ	cobyric acid synthase CobQ
TIGR00314	781.3	781.3	cdhA	784	equivalog	CO dehydrogenase/acetyl-CoA synthase complex subunit epsilon	CO dehydrogenase/acetyl-CoA synthase complex, epsilon subunit
TIGR00315	101.2	101.2	cdhB	162	equivalog	CO dehydrogenase/acetyl-CoA synthase complex subunit epsilon	CO dehydrogenase/acetyl-CoA synthase complex, epsilon subunit
TIGR00316	355.95	355.95	cdhC	460	equivalog	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex subunit beta	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex, beta subunit
TIGR00317	110	110	cobS	241	equivalog	adenosylcobinamide-GDP ribazoletransferase	cobalamin 5'-phosphate synthase
TIGR00318	57.95	57.95	cyaB	174	equivalog	class IV adenylate cyclase	putative adenylyl cyclase CyaB
TIGR00319	36.05	36.05	NULL	34	domain	desulfoferrodoxin FeS4 iron-binding domain-containing protein	desulfoferrodoxin FeS4 iron-binding domain
TIGR00320	146.9	146.9	NULL	125	equivalog	desulfoferrodoxin	desulfoferrodoxin
TIGR00321	304.25	304.25	NULL	301	equivalog	deoxyhypusine synthase	deoxyhypusine synthase
TIGR00323	137.75	137.75	NULL	215	equivalog	translation initiation factor IF-6	putative translation initiation factor eIF-6
TIGR00324	59.6	59.6	endA	177	equivalog	tRNA-intron lyase	tRNA-intron lyase
TIGR00325	187.25	187.25	lpxC	297	equivalog	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
TIGR00326	156.35	156.35	ribD	343	equivalog	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	riboflavin biosynthesis protein RibD
TIGR00327	36.2	36.2	NULL	61	equivalog	protein translocase SEC61 complex subunit gamma	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
TIGR00328	349.25	349.25	flhB	348	equivalog	flagellar biosynthesis protein FlhB	flagellar biosynthetic protein FlhB
TIGR00329	207.8	207.8	tsaD	305	subfamily	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	metallohydrolase, glycoprotease/Kae1 family
TIGR00330	259.3	259.3	glpX	334	equivalog	class II fructose-bisphosphatase	fructose-1,6-bisphosphatase, class II
TIGR00331	197.2	197.2	hrcA	338	equivalog	heat-inducible transcription repressor HrcA	heat-inducible transcription repressor HrcA
TIGR00333	74.65	74.65	nrdI	127	equivalog	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	nrdI protein
TIGR00334	110.65	110.65	rnmV	174	equivalog	ribonuclease M5	ribonuclease M5
TIGR00335	143.5	143.5	priS	324	equivalog	DNA primase catalytic subunit PriS	putative DNA primase, eukaryotic-type, small subunit
TIGR00336	106.8	106.8	pyrE	173	equivalog_domain	orotate phosphoribosyltransferase	orotate phosphoribosyltransferase
TIGR00337	462.75	462.75	pyrG	526	equivalog	CTP synthase (glutamine hydrolyzing)	CTP synthase
TIGR00338	144.15	144.15	serB	219	equivalog	phosphoserine phosphatase SerB	phosphoserine phosphatase SerB
TIGR00339	322.95	322.95	sat	383	equivalog_domain	sulfate adenylyltransferase	sulfate adenylyltransferase
TIGR00341	94.75	94.75	NULL	325	hypoth_equivalog	TIGR00341 family protein	TIGR00341 family protein
TIGR00342	264.5	264.5	thiI	373	equivalog_domain	tRNA 4-thiouridine(8) synthase ThiI	tRNA sulfurtransferase ThiI
TIGR00343	438.45	438.45	pdxS	287	equivalog	pyridoxal 5'-phosphate synthase lyase subunit PdxS	pyridoxal 5'-phosphate synthase, synthase subunit Pdx1
TIGR00344	457.05	457.05	alaS	847	equivalog	alanine--tRNA ligase	alanine--tRNA ligase
TIGR00346	332.35	332.35	azlC	221	equivalog	azaleucine resistance protein AzlC	azaleucine resistance protein AzlC
TIGR00347	83.3	83.3	bioD	166	equivalog	dethiobiotin synthase	dethiobiotin synthase
TIGR00348	284.55	284.55	NULL	674	subfamily	HsdR family type I site-specific deoxyribonuclease	type I site-specific deoxyribonuclease, HsdR family
TIGR00351	105.55	105.55	narI	225	equivalog	respiratory nitrate reductase subunit gamma	respiratory nitrate reductase, gamma subunit
TIGR00353	569.05	569.05	NULL	578	subfamily	heme lyase CcmF/NrfE family subunit	cytochrome c-type biogenesis protein CcmF
TIGR00354	702.15	702.15	polC	1096	equivalog	DNA polymerase II large subunit	DNA polymerase II, large subunit DP2
TIGR00355	528	528	purH	511	equivalog	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
TIGR00357	113.05	113.05	msrB	134	equivalog_domain	peptide-methionine (R)-S-oxide reductase	methionine-R-sulfoxide reductase
TIGR00358	368.6	368.6	NULL	657	superfamily	VacB/RNase II family 3'-5' exoribonuclease	VacB and RNase II family 3'-5' exoribonucleases
TIGR00359	434.45	434.45	celB	424	equivalog	PTS cellobiose transporter subunit IIC	PTS system, cellobiose-specific IIC component
TIGR00361	190.05	190.05	NULL	663	equivalog	DNA internalization-related competence protein ComEC/Rec2	DNA internalization-related competence protein ComEC/Rec2
TIGR00362	343.9	343.9	dnaA	437	equivalog	chromosomal replication initiator protein DnaA	chromosomal replication initiator protein DnaA
TIGR00363	228.85	228.85	NULL	258	subfamily	MetQ/NlpA family lipoprotein	lipoprotein, YaeC family
TIGR00364	150.3	150.3	queC	201	equivalog	7-cyano-7-deazaguanine synthase QueC	queuosine biosynthesis protein QueC
TIGR00365	117.1	117.1	grxD	99	equivalog	Grx4 family monothiol glutaredoxin	monothiol glutaredoxin, Grx4 family
TIGR00366	575.75	575.75	NULL	438	hypoth_equivalog	TIGR00366 family protein	TIGR00366 family protein
TIGR00369	36.6	36.6	NULL	117	domain	hotdog fold thioesterase	uncharacterized domain 1
TIGR00370	145.55	145.55	pxpB	202	equivalog	5-oxoprolinase subunit PxpB	sensor histidine kinase inhibitor, KipI family
TIGR00372	65	65	cas4	180	equivalog	CRISPR-associated protein Cas4	CRISPR-associated protein Cas4
TIGR00373	149.5	149.5	tfe	162	equivalog	transcription factor E	transcription factor E
TIGR00374	43.2	43.2	NULL	323	subfamily_domain	TIGR00374 family protein	TIGR00374 family protein
TIGR00375	326.6	326.6	NULL	374	hypoth_equivalog	TIGR00375 family protein	TIGR00375 family protein
TIGR00376	348.9	348.9	NULL	639	hypoth_equivalog	IGHMBP2 family helicase	putative DNA helicase
TIGR00378	211.15	211.15	cax	349	equivalog	calcium/proton exchanger	calcium/proton exchanger
TIGR00379	261.4	261.4	cobB	449	equivalog	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)	cobyrinic acid a,c-diamide synthase
TIGR00380	165.9	165.9	cobD	305	equivalog	cobalamin biosynthesis protein CobD	cobalamin biosynthesis protein CobD
TIGR00381	252.9	252.9	cdhD	389	equivalog	CO dehydrogenase/acetyl-CoA synthase subunit delta	CO dehydrogenase/acetyl-CoA synthase, delta subunit
TIGR00382	370.75	370.75	clpX	414	equivalog	ATP-dependent protease ATP-binding subunit ClpX	ATP-dependent Clp protease, ATP-binding subunit ClpX
TIGR00383	200.75	200.75	corA	320	equivalog	magnesium and cobalt transport protein CorA	magnesium and cobalt transport protein CorA
TIGR00385	123.15	123.15	NULL	173	subfamily	DsbE family thiol:disulfide interchange protein	periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily
TIGR00387	567.9	567.9	glcD	413	equivalog	glycolate oxidase subunit GlcD	glycolate oxidase, subunit GlcD
TIGR00388	361.45	361.45	glyQ	293	equivalog_domain	glycine--tRNA ligase subunit alpha	glycine--tRNA ligase, alpha subunit
TIGR00389	243.3	243.3	glyS	565	equivalog	glycine--tRNA ligase	glycine--tRNA ligase
TIGR00390	362.45	362.45	hslU	441	equivalog	HslU--HslV peptidase ATPase subunit	ATP-dependent protease HslVU, ATPase subunit
TIGR00392	621.4	621.4	ileS	861	equivalog	isoleucine--tRNA ligase	isoleucine--tRNA ligase
TIGR00393	203.7	203.7	NULL	268	subfamily	KpsF/GutQ family sugar-phosphate isomerase	sugar isomerase, KpsF/GutQ family
TIGR00395	648.5	648.5	leuS	938	equivalog	leucine--tRNA ligase	leucine--tRNA ligase
TIGR00396	548.4	548.4	leuS	843	equivalog	leucine--tRNA ligase	leucine--tRNA ligase
TIGR00397	178.85	178.85	NULL	213	subfamily	MauM/NapG family ferredoxin-type protein	MauM/NapG family ferredoxin-type protein
TIGR00398	336.35	336.35	metG	530	equivalog_domain	methionine--tRNA ligase	methionine--tRNA ligase
TIGR00399	116.65	116.65	metG	139	equivalog_domain	methionine--tRNA ligase subunit beta	methionine--tRNA ligase, beta subunit
TIGR00400	232.75	232.75	mgtE	450	equivalog	magnesium transporter	magnesium transporter
TIGR00401	108.1	108.1	msrA	153	equivalog_domain	peptide-methionine (S)-S-oxide reductase	peptide-methionine (S)-S-oxide reductase
TIGR00402	102.2	102.2	napF	149	equivalog	ferredoxin-type protein NapF	ferredoxin-type protein NapF
TIGR00403	302.35	302.35	ndhI	183	equivalog	NAD(P)H-quinone oxidoreductase subunit I	NADH-plastoquinone oxidoreductase, I subunit
TIGR00405	69.95	69.95	NULL	145	equivalog	transcription elongation factor Spt5	transcription elongation factor Spt5
TIGR00406	183.15	183.15	prmA	288	equivalog	50S ribosomal protein L11 methyltransferase	ribosomal protein L11 methyltransferase
TIGR00407	317.45	317.45	proA	398	equivalog_domain	glutamate-5-semialdehyde dehydrogenase	glutamate-5-semialdehyde dehydrogenase
TIGR00408	437	437	proS	475	equivalog	proline--tRNA ligase	proline--tRNA ligase
TIGR00409	306.7	306.7	proS	568	equivalog	proline--tRNA ligase	proline--tRNA ligase
TIGR00413	82.15	82.15	NULL	208	subfamily	septal ring lytic transglycosylase RlpA family protein	rare lipoprotein A
TIGR00414	301.65	301.65	serS	418	equivalog	serine--tRNA ligase	serine--tRNA ligase
TIGR00415	489.55	489.55	serS	518	equivalog	serine--tRNA ligase	serine--tRNA ligase
TIGR00416	403.05	403.05	radA	454	equivalog	DNA repair protein RadA	DNA repair protein RadA
TIGR00417	249.55	249.55	speE	271	equivalog	spermidine synthase	spermidine synthase
TIGR00418	383.65	383.65	thrS	565	equivalog	threonine--tRNA ligase	threonine--tRNA ligase
TIGR00419	130.6	130.6	tpiA	228	equivalog	triose-phosphate isomerase	triose-phosphate isomerase
TIGR00420	236.95	236.95	mnmA	351	equivalog	tRNA 2-thiouridine(34) synthase MnmA	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
TIGR00421	108.9	108.9	NULL	181	subfamily	UbiX family flavin prenyltransferase	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
TIGR00422	612.1	612.1	valS	863	equivalog	valine--tRNA ligase	valine--tRNA ligase
TIGR00423	260.25	260.25	NULL	310	subfamily	CofH family radical SAM protein	radical SAM domain protein, CofH subfamily
TIGR00424	553.2	553.2	NULL	464	equivalog	5'-adenylylsulfate reductase, thioredoxin-independent	5'-adenylylsulfate reductase, thioredoxin-independent
TIGR00425	238.15	238.15	NULL	322	equivalog	RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5	putative rRNA pseudouridine synthase
TIGR00427	99.2	99.2	NULL	201	subfamily	NAAT family transporter	membrane protein, MarC family
TIGR00430	306.75	306.75	tgt	368	equivalog	tRNA guanosine(34) transglycosylase Tgt	tRNA-guanine transglycosylase
TIGR00431	151.45	151.45	truB	210	equivalog	tRNA pseudouridine(55) synthase TruB	tRNA pseudouridine(55) synthase
TIGR00432	350	350	tgtA	637	equivalog	tRNA guanosine(15) transglycosylase TgtA	tRNA-guanine(15) transglycosylase
TIGR00433	230	230	bioB	296	equivalog	biotin synthase BioB	biotin synthase
TIGR00435	340	340	cysS	466	equivalog	cysteine--tRNA ligase	cysteine--tRNA ligase
TIGR00436	116.25	116.25	era	270	equivalog	GTPase Era	GTP-binding protein Era
TIGR00437	315.65	315.65	feoB	594	equivalog	ferrous iron transport protein B	ferrous iron transport protein B
TIGR00438	300.15	300.15	rrmJ	188	equivalog	23S rRNA (uridine(2552)-2'-O)-methyltransferase	ribosomal RNA large subunit methyltransferase J
TIGR00439	402.25	402.25	ftsX	310	equivalog	cell division protein FtsX	putative protein insertion permease FtsX
TIGR00440	425.8	425.8	glnS	524	equivalog	glutamine--tRNA ligase	glutamine--tRNA ligase
TIGR00441	209.45	209.45	gmhA	154	equivalog	D-sedoheptulose 7-phosphate isomerase	phosphoheptose isomerase
TIGR00442	286.75	286.75	hisS	406	equivalog	histidine--tRNA ligase	histidine--tRNA ligase
TIGR00443	271.65	271.65	hisZ	314	equivalog	ATP phosphoribosyltransferase regulatory subunit	ATP phosphoribosyltransferase, regulatory subunit
TIGR00444	148.3	148.3	NULL	248	subfamily	MazG family protein	MazG family protein
TIGR00445	192.05	192.05	mraY	321	equivalog	phospho-N-acetylmuramoyl-pentapeptide-transferase	phospho-N-acetylmuramoyl-pentapeptide-transferase
TIGR00446	210.45	210.45	NULL	264	subfamily_domain	NOL1/NOP2/sun family putative RNA methylase	NOL1/NOP2/sun family putative RNA methylase
TIGR00447	143.15	143.15	pth	188	equivalog	aminoacyl-tRNA hydrolase	aminoacyl-tRNA hydrolase
TIGR00448	124.2	124.2	rpoE	179	equivalog	DNA-directed RNA polymerase	DNA-directed RNA polymerase
TIGR00449	47.6	47.6	NULL	367	superfamily	tRNA-guanine transglycosylase	tRNA-guanine family transglycosylase
TIGR00450	252.6	252.6	mnmE	446	equivalog	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	tRNA modification GTPase TrmE
TIGR00452	275	275	cmoB	316	equivalog	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	tRNA (mo5U34)-methyltransferase
TIGR00453	181.3	181.3	ispD	219	equivalog_domain	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
